Customer ID,Recency,Frequency,Monetary,Cluster,Segment
12459,1.05434646777119,0.423035857164402,1.08622270947584,1,At Risk Customers
12460,0.99719132727709,0.423035857164402,1.07012278724285,1,At Risk Customers
12466,1.0687681874899,0.423035857164402,0.963377176486628,1,At Risk Customers
12467,0.966272952906034,0.423035857164402,1.02041030822935,1,At Risk Customers
12468,1.03221023266022,0.625800285598644,1.16182787092228,3,Regular Customers
12469,1.03075379565817,0.554618356622274,1.16332113794563,3,Regular Customers
12470,1.06986772639587,0.423035857164402,1.04738727995731,1,At Risk Customers
12471,0.798927899057388,0.952308580694242,1.22073528262334,0,Loyal Customers
12472,0.706395054279679,0.829304666300179,1.20458692696762,2,VIP Customers
12474,0.837466628755802,0.829304666300179,1.1799273773851,0,Loyal Customers
12475,0.945680643631524,0.423035857164402,1.08318580368728,1,At Risk Customers
12476,0.917610260115658,0.820286244339271,1.19139077302046,0,Loyal Customers
12477,0.925237402907562,0.625800285598644,1.19048482600532,0,Loyal Customers
12480,0.925237402907562,0.625800285598644,1.1512235483824,3,Regular Customers
12481,0.423035857164402,0.732568747710418,1.18918036270928,2,VIP Customers
12482,1.04740022867383,0.909014982122063,1.22509854084853,0,Loyal Customers
12483,0.837466628755802,0.810237201722229,1.15766283904593,0,Loyal Customers
12484,1.01367112827448,0.732568747710418,1.14465031646441,0,Loyal Customers
12485,1.03327417821402,0.423035857164402,1.10638192540037,1,At Risk Customers
12486,0.975466054775925,0.423035857164402,1.12251863250927,3,Regular Customers
12487,1.07578648051123,0.423035857164402,1.06321823520511,1,At Risk Customers
12490,0.837466628755802,0.810237201722229,1.17549289295971,0,Loyal Customers
12492,0.93420673023127,0.423035857164402,1.08597632685415,1,At Risk Customers
12494,0.423035857164402,0.625800285598644,1.10099710649302,2,VIP Customers
12495,1.06149939993085,0.423035857164402,1.07461272336277,1,At Risk Customers
12496,1.05755553880215,0.554618356622274,0.946272386054689,1,At Risk Customers
12497,0.927597350695399,0.554618356622274,1.1809112934478,3,Regular Customers
12499,1.04305729394222,0.423035857164402,1.07935731514278,1,At Risk Customers
12500,0.979563883308144,0.771164660636414,1.14188838099307,0,Loyal Customers
12503,1.04942585093474,0.423035857164402,1.12585450691579,3,Regular Customers
12504,0.958289233840266,0.554618356622274,1.06528768235184,3,Regular Customers
12505,0.943907056186028,0.423035857164402,1.11912186482838,3,Regular Customers
12507,1.04942585093474,0.423035857164402,1.09419663552032,1,At Risk Customers
12510,0.999300056856555,0.753653330845511,1.17388046010531,0,Loyal Customers
12511,0.972187368078744,0.423035857164402,1.16347261112638,3,Regular Customers
12514,1.06168752805318,0.423035857164402,1.09751965950551,1,At Risk Customers
12516,0.974393832083351,0.554618356622274,1.1326799054438,3,Regular Customers
12519,1.0098756237601,0.423035857164402,1.07835572223798,1,At Risk Customers
12523,0.798927899057388,0.820286244339271,1.15698261902063,0,Loyal Customers
12524,0.891821261528334,0.786047879585602,1.18860296085273,0,Loyal Customers
12525,1.02095555902629,0.625800285598644,1.11991772168648,3,Regular Customers
12527,1.01911430491452,0.554618356622274,1.0784945563853,3,Regular Customers
12529,1.03292215867518,0.423035857164402,1.06852560721725,1,At Risk Customers
12530,0.955372512799918,0.706395054279679,1.14975286906538,0,Loyal Customers
12531,1.06939999314839,0.423035857164402,1.14426329379534,3,Regular Customers
12533,1.05897671435588,0.554618356622274,1.13358802620859,3,Regular Customers
12537,0.943907056186028,0.423035857164402,1.10788294609416,3,Regular Customers
12538,0.837466628755802,0.423035857164402,1.0615935659482,1,At Risk Customers
12539,0.992707283229087,0.625800285598644,1.18350850290153,0,Loyal Customers
12540,0.837466628755802,0.851732346927839,1.19737785719453,0,Loyal Customers
12542,1.01419096769647,0.554618356622274,1.08898849315157,3,Regular Customers
12543,0.991125924427997,0.423035857164402,1.12019355831203,3,Regular Customers
12547,1.02185118922711,0.423035857164402,1.03691192751196,1,At Risk Customers
12549,1.04714055168876,0.732568747710418,1.13905865414042,0,Loyal Customers
12553,0.87912862186124,0.554618356622274,1.11739860856211,3,Regular Customers
12554,0.991125924427997,0.423035857164402,1.08766783535593,1,At Risk Customers
12555,1.0687681874899,0.423035857164402,1.01875191390107,1,At Risk Customers
12557,0.753653330845511,0.672502967079056,1.18899694979103,0,Loyal Customers
12562,0.87912862186124,0.554618356622274,1.12791390158136,3,Regular Customers
12563,0.943907056186028,0.423035857164402,1.05613807680712,1,At Risk Customers
12567,0.625800285598644,0.753653330845511,1.17475917635643,2,VIP Customers
12568,1.06224706395806,0.423035857164402,0.978566837930225,1,At Risk Customers
12570,1.0687681874899,0.423035857164402,0.98566357684511,1,At Risk Customers
12573,0.85802782528634,0.672502967079056,1.09566589396098,3,Regular Customers
12575,0.997903547828628,0.554618356622274,1.1007149076801,3,Regular Customers
12576,0.905894483417168,0.625800285598644,1.11306379876669,3,Regular Customers
12577,0.85802782528634,0.706395054279679,1.12062289724473,0,Loyal Customers
12578,0.87912862186124,0.554618356622274,1.14508046093674,3,Regular Customers
12580,1.04740022867383,0.423035857164402,1.10173230384532,1,At Risk Customers
12582,0.965014756302866,0.554618356622274,1.13636307537017,3,Regular Customers
12583,0.786047879585602,0.829304666300179,1.19095875212334,0,Loyal Customers
12586,0.798927899057388,0.625800285598644,1.14543772412944,0,Loyal Customers
12588,0.925237402907562,0.625800285598644,1.10852520006828,3,Regular Customers
12589,0.96372913748031,0.732568747710418,1.17270179071761,0,Loyal Customers
12591,0.899204137093441,0.554618356622274,1.1159866950756,3,Regular Customers
12592,1.0296317282857,0.625800285598644,1.15058119589262,3,Regular Customers
12594,0.837466628755802,0.706395054279679,1.1430804066556,0,Loyal Customers
12595,1.02359515629431,0.423035857164402,1.06563508889208,1,At Risk Customers
12598,1.0019873653802,0.625800285598644,1.13745020254187,3,Regular Customers
12599,0.85802782528634,0.732568747710418,1.13048267499674,0,Loyal Customers
12600,0.753653330845511,0.820286244339271,1.1553067425556,0,Loyal Customers
12601,0.936268254134964,0.423035857164402,1.00528748179435,1,At Risk Customers
12605,0.820286244339271,0.672502967079056,1.129490874375,0,Loyal Customers
12606,1.0687681874899,0.423035857164402,0.87912862186124,1,At Risk Customers
12608,0.936268254134964,0.423035857164402,1.08199294670442,1,At Risk Customers
12609,0.798927899057388,0.732568747710418,1.15325290049135,0,Loyal Customers
12613,0.891821261528334,0.706395054279679,1.16754369314167,0,Loyal Customers
12615,0.952308580694242,0.672502967079056,1.16731581741222,0,Loyal Customers
12616,0.891821261528334,0.423035857164402,1.08222469493282,1,At Risk Customers
12619,1.04305729394222,0.423035857164402,1.02365509067179,1,At Risk Customers
12621,0.423035857164402,0.851732346927839,1.20401011580561,2,VIP Customers
12623,0.956848463705964,0.732568747710418,1.16724622350308,0,Loyal Customers
12625,1.0256915346265,0.554618356622274,1.15583158912788,3,Regular Customers
12629,0.87912862186124,0.554618356622274,1.13863202993965,3,Regular Customers
12631,0.99719132727709,0.706395054279679,1.16061921278149,0,Loyal Customers
12632,1.03000866428659,0.554618356622274,1.11191421038925,3,Regular Customers
12633,0.863862787100884,0.625800285598644,1.16794401633068,0,Loyal Customers
12634,1.03533327505373,0.554618356622274,1.08976897924612,3,Regular Customers
12635,0.905894483417168,0.554618356622274,1.12975698592462,3,Regular Customers
12636,1.07684922854372,0.423035857164402,1.02402166385738,1,At Risk Customers
12637,0.837466628755802,0.672502967079056,1.15281078475797,0,Loyal Customers
12638,1.06131045286597,0.423035857164402,1.05625724539345,1,At Risk Customers
12639,0.978566837930225,0.554618356622274,1.11303190851456,3,Regular Customers
12643,0.87912862186124,0.732568747710418,1.17935649387984,0,Loyal Customers
12644,0.974393832083351,0.625800285598644,1.13560521227334,3,Regular Customers
12645,0.945680643631524,0.672502967079056,1.14334201969268,0,Loyal Customers
12647,0.625800285598644,0.902628441245975,1.21110269968353,2,VIP Customers
12648,0.981506595544463,0.625800285598644,1.11132956756035,3,Regular Customers
12649,0.863862787100884,0.706395054279679,1.14129835264701,0,Loyal Customers
12651,0.837466628755802,0.625800285598644,1.05912628585371,3,Regular Customers
12652,0.978566837930225,0.423035857164402,1.00069435451738,1,At Risk Customers
12653,1.03221023266022,0.423035857164402,1.14709685335957,3,Regular Customers
12655,0.966272952906034,0.423035857164402,1.05864584731503,1,At Risk Customers
12656,0.968711214153241,0.625800285598644,1.15398865008064,3,Regular Customers
12661,0.980543622089699,0.423035857164402,1.03221023266022,1,At Risk Customers
12662,0.786047879585602,0.798927899057388,1.16407430942949,0,Loyal Customers
12663,1.05837326728565,0.554618356622274,1.05399003856112,1,At Risk Customers
12664,1.02770161610933,0.554618356622274,1.12801442199969,3,Regular Customers
12665,0.958289233840266,0.554618356622274,1.05642693045217,1,At Risk Customers
12666,0.912001235290911,0.423035857164402,1.12998639808243,3,Regular Customers
12668,0.837466628755802,0.732568747710418,1.19266353360939,0,Loyal Customers
12670,0.87912862186124,0.554618356622274,1.10969148965201,3,Regular Customers
12671,1.05456779374899,0.423035857164402,1.15780192234961,3,Regular Customers
12672,1.05207055402861,0.423035857164402,1.04717959780588,1,At Risk Customers
12673,0.92987564040383,0.423035857164402,1.10047608308874,1,At Risk Customers
12675,1.04102032270484,0.554618356622274,1.11921079448959,3,Regular Customers
12676,0.943907056186028,0.706395054279679,1.13746778200364,0,Loyal Customers
12677,1.04161151113307,0.554618356622274,1.07952721206802,3,Regular Customers
12678,0.810237201722229,0.786047879585602,1.21554976172192,0,Loyal Customers
12681,0.625800285598644,0.891821261528334,1.21625064858673,2,VIP Customers
12682,0.423035857164402,0.887827694546274,1.20568482535445,2,VIP Customers
12683,0.423035857164402,0.771164660636414,1.17407506875619,2,VIP Customers
12686,0.753653330845511,0.423035857164402,0.995100457446875,1,At Risk Customers
12687,1.01207891477636,0.554618356622274,1.15047644175701,3,Regular Customers
12691,0.96241498725723,0.423035857164402,1.02122595296742,1,At Risk Customers
12692,1.06093007529128,0.423035857164402,1.00928122253,1,At Risk Customers
12693,0.917610260115658,0.625800285598644,1.11408875637612,3,Regular Customers
12694,0.96372913748031,0.423035857164402,1.11991559805417,3,Regular Customers
12695,1.03292215867518,0.625800285598644,1.11296752839026,3,Regular Customers
12696,0.978566837930225,0.554618356622274,1.11432786782912,3,Regular Customers
12698,1.05088765459954,0.423035857164402,1.07209475212444,1,At Risk Customers
12699,0.958289233840266,0.423035857164402,1.10179577600835,1,At Risk Customers
12701,1.03327417821402,0.672502967079056,1.14078540487601,3,Regular Customers
12703,1.060159195571,0.625800285598644,1.10728836498313,3,Regular Customers
12705,0.869294239284948,0.706395054279679,1.17892061139762,0,Loyal Customers
12708,0.672502967079056,0.786047879585602,1.15751319529043,2,VIP Customers
12709,0.554618356622274,0.874369583994872,1.22201499060893,2,VIP Customers
12711,1.05565816398385,0.554618356622274,1.13275297905472,3,Regular Customers
12712,0.423035857164402,0.798927899057388,1.16007832225823,2,VIP Customers
12714,0.891821261528334,0.753653330845511,1.19911321770442,0,Loyal Customers
12717,1.05088765459954,0.423035857164402,1.06186175799567,1,At Risk Customers
12720,0.706395054279679,0.732568747710418,1.15580107841538,2,VIP Customers
12721,0.87912862186124,0.554618356622274,1.13327368980733,3,Regular Customers
12724,0.869294239284948,0.625800285598644,1.13116438128294,3,Regular Customers
12725,0.753653330845511,0.672502967079056,1.15258577558384,0,Loyal Customers
12726,0.887827694546274,0.672502967079056,1.13464683004044,0,Loyal Customers
12727,0.986087311088335,0.625800285598644,1.14192044264788,3,Regular Customers
12728,0.869294239284948,0.423035857164402,1.05272879478794,1,At Risk Customers
12730,1.03038267286013,0.423035857164402,1.1131849319005,1,At Risk Customers
12731,0.986087311088335,0.706395054279679,1.1897011350391,0,Loyal Customers
12733,0.895607189939859,0.625800285598644,1.14875899166351,3,Regular Customers
12734,0.798927899057388,0.554618356622274,1.09333733044825,3,Regular Customers
12737,1.02095555902629,0.554618356622274,1.16978107208724,3,Regular Customers
12738,0.771164660636414,0.423035857164402,1.02976399152289,1,At Risk Customers
12739,0.87912862186124,0.554618356622274,1.1422494780926,3,Regular Customers
12741,1.03327417821402,0.554618356622274,1.08085316491663,3,Regular Customers
12742,1.05857534099645,0.423035857164402,1.1284615018505,3,Regular Customers
12744,0.999300056856555,0.672502967079056,1.17260958530662,0,Loyal Customers
12745,1.01521490604918,0.625800285598644,1.11780384121798,3,Regular Customers
12746,1.03698332858472,0.423035857164402,1.05725531493934,1,At Risk Customers
12747,0.706395054279679,0.851732346927839,1.18000628295905,2,VIP Customers
12748,0.423035857164402,1.02527937775687,1.22367577666387,2,VIP Customers
12749,0.925237402907562,0.672502967079056,1.16019029120288,0,Loyal Customers
12751,0.987818703754018,0.423035857164402,1.06001702638718,1,At Risk Customers
12755,0.423035857164402,0.798927899057388,1.18099329009084,2,VIP Customers
12758,0.999300056856555,0.706395054279679,1.19072414182368,0,Loyal Customers
12759,0.883605064784244,0.706395054279679,1.16770285470485,0,Loyal Customers
12760,0.996469488897356,0.423035857164402,1.07326206309011,1,At Risk Customers
12761,0.997903547828628,0.554618356622274,1.11073158146107,3,Regular Customers
12763,0.706395054279679,0.423035857164402,1.06909790368638,1,At Risk Customers
12765,1.00757357875508,0.732568747710418,1.13462132369952,0,Loyal Customers
12766,0.554618356622274,0.625800285598644,1.16341236007477,2,VIP Customers
12767,0.810237201722229,0.423035857164402,1.11888741493275,3,Regular Customers
12768,0.992707283229087,0.423035857164402,1.03455105933307,1,At Risk Customers
12770,0.99719132727709,0.423035857164402,1.1460170616927,3,Regular Customers
12771,1.01470552770037,0.423035857164402,1.06267119794816,1,At Risk Customers
12773,1.04418217941689,0.423035857164402,1.01634255072821,1,At Risk Customers
12774,1.03533327505373,0.423035857164402,1.00179049231767,1,At Risk Customers
12775,0.891821261528334,0.554618356622274,1.06581626976716,3,Regular Customers
12776,1.06631143806607,0.423035857164402,0.961746848332888,1,At Risk Customers
12777,0.997903547828628,0.423035857164402,1.09247639689275,1,At Risk Customers
12778,0.917610260115658,0.625800285598644,1.11904577278704,3,Regular Customers
12779,0.753653330845511,0.753653330845511,1.15936032352549,0,Loyal Customers
12780,1.05276559208806,0.423035857164402,1.07174775113326,1,At Risk Customers
12782,0.798927899057388,0.732568747710418,1.15291218691704,0,Loyal Customers
12784,1.03327417821402,0.423035857164402,1.12940623722362,3,Regular Customers
12785,1.03533327505373,0.554618356622274,1.11103179650946,3,Regular Customers
12786,1.05522522835433,0.423035857164402,1.10761907064839,1,At Risk Customers
12787,0.952308580694242,0.423035857164402,1.07994523800608,1,At Risk Customers
12788,1.0019873653802,0.672502967079056,1.08522579592051,3,Regular Customers
12789,1.02690751855022,0.554618356622274,1.0387339806993,1,At Risk Customers
12790,0.947405270060277,0.423035857164402,1.05975484641208,1,At Risk Customers
12791,0.786047879585602,0.732568747710418,1.11489927143766,0,Loyal Customers
12792,1.03499623721457,0.423035857164402,1.08320937231042,1,At Risk Customers
12793,0.753653330845511,0.554618356622274,1.08800264688129,3,Regular Customers
12796,1.05917602961924,0.423035857164402,1.07775717033421,1,At Risk Customers
12797,0.423035857164402,0.554618356622274,1.0952719653186,2,VIP Customers
12798,0.96372913748031,0.423035857164402,1.13802822507581,3,Regular Customers
12799,1.03327417821402,0.423035857164402,1.04926460810945,1,At Risk Customers
12800,1.006382923783,0.625800285598644,1.09784344135079,3,Regular Customers
12801,1.02185118922711,0.423035857164402,1.1238554866142,3,Regular Customers
12802,0.986087311088335,0.732568747710418,1.14780707525753,0,Loyal Customers
12803,0.909014982122063,0.423035857164402,1.12464360688049,3,Regular Customers
12804,1.0032813507728,0.554618356622274,1.06992505615446,3,Regular Customers
12805,0.85802782528634,0.672502967079056,1.13545323497414,0,Loyal Customers
12806,0.979563883308144,0.672502967079056,1.16108223802041,0,Loyal Customers
12807,0.869294239284948,0.423035857164402,1.07068919143569,1,At Risk Customers
12808,0.672502967079056,0.625800285598644,1.08275579269559,2,VIP Customers
12809,1.04445915654612,0.554618356622274,1.1305606258467,3,Regular Customers
12810,1.03499623721457,0.554618356622274,1.09383289185367,3,Regular Customers
12811,0.837466628755802,0.554618356622274,1.09244084988095,3,Regular Customers
12813,1.02229299562842,0.625800285598644,1.14167405433053,3,Regular Customers
12817,0.925237402907562,0.554618356622274,1.09296103554355,3,Regular Customers
12819,0.998606382916698,0.423035857164402,1.09430441933252,1,At Risk Customers
12820,0.920250163124061,0.753653330845511,1.14297909144814,0,Loyal Customers
12821,1.05565816398385,0.423035857164402,1.01820573668956,1,At Risk Customers
12823,0.912001235290911,0.829304666300179,1.17789780081343,0,Loyal Customers
12825,1.03038267286013,0.554618356622274,1.09240349065858,3,Regular Customers
12826,0.423035857164402,0.732568747710418,1.13667728091399,2,VIP Customers
12829,1.04011919575166,0.423035857164402,0.997405992582357,1,At Risk Customers
12831,1.0019873653802,0.554618356622274,1.05323666952614,1,At Risk Customers
12835,0.97105164486998,0.93826565414555,1.18541320466487,0,Loyal Customers
12836,0.895607189939859,0.810237201722229,1.17187208232792,0,Loyal Customers
12837,1.04555064623526,0.423035857164402,1.09327733224169,1,At Risk Customers
12838,0.786047879585602,0.786047879585602,1.15876226452777,0,Loyal Customers
12839,0.625800285598644,0.829304666300179,1.17604401769051,2,VIP Customers
12840,0.981506595544463,0.625800285598644,1.13204649271422,3,Regular Customers
12841,0.706395054279679,0.85802782528634,1.16753997472426,2,VIP Customers
12842,0.936268254134964,0.554618356622274,1.1116008549553,3,Regular Customers
12843,0.863862787100884,0.883605064784244,1.17883637191838,0,Loyal Customers
12844,0.986087311088335,0.554618356622274,1.06950021180311,3,Regular Customers
12846,1.0687681874899,0.423035857164402,0.848934757694984,1,At Risk Customers
12847,0.887827694546274,0.423035857164402,1.10975458690481,3,Regular Customers
12848,1.0676393418573,0.423035857164402,1.04635252010759,1,At Risk Customers
12849,0.85802782528634,0.672502967079056,1.14860121009311,0,Loyal Customers
12850,0.98866440976494,0.423035857164402,1.07063593773727,1,At Risk Customers
12851,1.0104353962562,0.423035857164402,1.02728633376274,1,At Risk Customers
12853,0.97105164486998,0.706395054279679,1.14708584977696,0,Loyal Customers
12854,1.04334110028754,0.672502967079056,1.14092380251783,3,Regular Customers
12855,0.771164660636414,0.672502967079056,1.09999241884131,0,Loyal Customers
12857,0.980543622089699,0.672502967079056,1.1572451290911,0,Loyal Customers
12858,0.869294239284948,0.423035857164402,1.02661441106096,1,At Risk Customers
12859,0.998606382916698,0.423035857164402,1.09712937002816,1,At Risk Customers
12860,1.07048341200047,0.423035857164402,0.960001500545489,1,At Risk Customers
12861,1.05734870723575,0.423035857164402,0.976778643961922,1,At Risk Customers
12862,0.968711214153241,0.554618356622274,1.12037724090024,3,Regular Customers
12863,0.84490704589724,0.706395054279679,1.15265894104948,0,Loyal Customers
12864,1.02527937775687,0.423035857164402,1.02865699683537,1,At Risk Customers
12865,0.837466628755802,0.554618356622274,1.14315227608401,3,Regular Customers
12866,1.00873744999341,0.554618356622274,1.10383851699723,3,Regular Customers
12867,0.920250163124061,0.732568747710418,1.17075742076591,0,Loyal Customers
12868,0.786047879585602,0.625800285598644,1.10192726313151,3,Regular Customers
12869,1.06860875158068,0.423035857164402,1.07178776572986,1,At Risk Customers
12870,0.810237201722229,0.625800285598644,1.14142986439313,0,Loyal Customers
12871,0.98338429212101,0.423035857164402,1.07543240346654,1,At Risk Customers
12872,0.423035857164402,0.810237201722229,1.16323065644797,2,VIP Customers
12873,0.920250163124061,0.554618356622274,1.14089120974931,3,Regular Customers
12874,0.87912862186124,0.554618356622274,1.11882615135609,3,Regular Customers
12875,1.00698166971579,0.625800285598644,1.12157824904134,3,Regular Customers
12876,0.912001235290911,0.554618356622274,1.14539855601637,3,Regular Customers
12877,0.92987564040383,0.771164660636414,1.13467093236615,0,Loyal Customers
12880,0.85802782528634,0.554618356622274,1.1019362904204,3,Regular Customers
12887,0.869294239284948,0.423035857164402,1.05001627185177,1,At Risk Customers
12889,0.85802782528634,0.672502967079056,1.07832536855639,3,Regular Customers
12890,0.887827694546274,0.423035857164402,1.07052922777327,1,At Risk Customers
12891,0.998606382916698,0.771164660636414,1.09158242074117,3,Regular Customers
12892,0.917610260115658,0.423035857164402,1.05905256113581,1,At Risk Customers
12894,1.04714055168876,0.423035857164402,1.03051289199032,1,At Risk Customers
12897,0.85802782528634,0.554618356622274,1.06541699903785,3,Regular Customers
12898,1.0019873653802,0.554618356622274,1.06515104546631,3,Regular Customers
12899,0.952308580694242,0.423035857164402,1.07584027240758,1,At Risk Customers
12900,0.965014756302866,0.423035857164402,1.07217995448439,1,At Risk Customers
12903,0.972187368078744,0.423035857164402,1.1134035878634,3,Regular Customers
12905,1.04740022867383,0.554618356622274,1.12176657423789,3,Regular Customers
12907,0.914863320248503,0.554618356622274,1.09152876409747,3,Regular Customers
12908,0.851732346927839,0.625800285598644,1.12207076933502,3,Regular Customers
12909,0.967504775196054,0.625800285598644,1.11776370467178,3,Regular Customers
12910,0.84490704589724,0.706395054279679,1.15911000285107,0,Loyal Customers
12911,1.0404215144188,0.423035857164402,1.14085490649332,3,Regular Customers
12913,0.672502967079056,0.786047879585602,1.17405171553424,2,VIP Customers
12914,0.927597350695399,0.423035857164402,1.05040078958541,1,At Risk Customers
12915,0.771164660636414,0.625800285598644,1.11224277989476,3,Regular Customers
12916,0.986087311088335,0.625800285598644,1.1380505073081,3,Regular Customers
12917,0.927597350695399,0.706395054279679,1.17027320622384,0,Loyal Customers
12918,1.05877648740131,0.423035857164402,1.20365977341329,3,Regular Customers
12920,1.0460867889468,0.625800285598644,1.06969059752918,3,Regular Customers
12921,0.554618356622274,0.93420673023127,1.21964228627003,2,VIP Customers
12923,0.899204137093441,0.554618356622274,1.09886197015565,3,Regular Customers
12924,0.909014982122063,0.771164660636414,1.13807352490957,0,Loyal Customers
12925,1.05136456149821,0.423035857164402,0.925906725344674,1,At Risk Customers
12926,0.949083336953801,0.672502967079056,1.1377788480138,0,Loyal Customers
